Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-10-02,2018,10,2,Tuesday,39,2018-39,56.81,57.5,56.66,57.32,99152800,54.9,0.00888861127095164,53.24071428571428,51.3688
2018-10-03,2018,10,3,Wednesday,39,2018-39,57.51,58.37,57.44,58.02,114619200,55.57,0.01216858011991806,53.337857142857146,51.559200000000004
2018-10-04,2018,10,4,Thursday,39,2018-39,57.69,58.09,56.68,57.0,128168000,54.59,-0.01758107772731443,53.40928571428571,51.7214
2018-10-05,2018,10,5,Friday,39,2018-39,56.99,57.1,55.15,56.07,134322000,53.7,-0.016228830315973553,53.51857142857143,51.86860000000001
2018-10-08,2018,10,8,Monday,40,2018-40,55.55,56.2,55.05,55.94,118655600,53.58,-0.0023183323066572337,53.61357142857143,52.028800000000004
2018-10-09,2018,10,9,Tuesday,40,2018-40,55.91,56.82,55.56,56.72,107564000,54.32,0.013853460499367865,53.75857142857143,52.208999999999996
2018-10-10,2018,10,10,Wednesday,40,2018-40,56.37,56.59,54.01,54.09,167962400,51.8,-0.04632609230133522,53.69571428571429,52.336999999999996
2018-10-11,2018,10,11,Thursday,40,2018-40,53.63,54.88,53.08,53.61,212497600,51.35,-0.008827870985528952,53.64071428571428,52.4024
2018-10-12,2018,10,12,Friday,40,2018-40,55.1,55.72,54.21,55.53,161351600,53.18,0.03571952073431439,53.66357142857142,52.47639999999999
2018-10-15,2018,10,15,Monday,41,2018-41,55.29,55.46,54.32,54.34,123164000,52.04,-0.021385964215105302,53.580714285714286,52.5246
2018-10-16,2018,10,16,Tuesday,41,2018-41,54.73,55.75,54.19,55.54,116736000,53.19,0.022037224695032,53.61000000000001,52.5908
2018-10-17,2018,10,17,Wednesday,41,2018-41,55.58,55.66,54.83,55.3,91541600,52.96,-0.004321519563810328,53.54571428571428,52.6616
2018-10-18,2018,10,18,Thursday,41,2018-41,54.47,54.94,53.25,54.01,130325200,51.72,-0.023373399452490062,53.37928571428571,52.707
2018-10-19,2018,10,19,Friday,41,2018-41,54.51,55.31,54.36,54.83,132314800,52.51,0.01522990370772459,53.24357142857143,52.7604
2018-10-22,2018,10,22,Monday,42,2018-42,54.95,55.84,54.74,55.16,115168400,52.83,0.006110182926271079,53.09571428571429,52.8232
2018-10-23,2018,10,23,Tuesday,42,2018-42,53.96,55.81,53.67,55.68,155071200,53.33,0.009426595922429781,52.935714285714276,52.8896
2018-10-24,2018,10,24,Wednesday,42,2018-42,55.65,56.06,53.63,53.77,163702000,51.5,-0.034301729957872285,52.714999999999996,52.915200000000006
2018-10-25,2018,10,25,Thursday,42,2018-42,54.43,55.35,54.19,54.95,119423200,52.63,0.021898034598229588,52.638571428571424,52.96099999999999
2018-10-26,2018,10,26,Friday,42,2018-42,53.97,55.05,53.17,54.08,189033600,51.79,-0.015923629899300296,52.510714285714286,52.975199999999994
2018-10-29,2018,10,29,Monday,43,2018-43,54.8,54.92,51.52,53.06,183742000,50.82,-0.018769998555570377,52.260714285714286,52.949600000000004
2018-10-30,2018,10,30,Tuesday,43,2018-43,52.79,53.79,52.32,53.33,146640000,51.07,0.004994270150147084,52.208571428571425,52.9392
2018-10-31,2018,10,31,Wednesday,43,2018-43,54.22,55.11,54.15,54.72,153435600,52.4,0.026066483283496478,52.28357142857143,52.95740000000001
2018-11-01,2018,11,1,Thursday,43,2018-43,54.76,55.59,54.2,55.56,233292800,53.21,0.01535221546228338,52.285714285714285,52.99179999999999
2018-11-02,2018,11,2,Friday,43,2018-43,52.39,53.41,51.36,51.87,365314800,49.68,-0.06633071090147968,52.11714285714286,52.9534
2018-11-05,2018,11,5,Monday,44,2018-44,51.08,51.1,49.54,50.4,264654800,48.27,-0.028388284576404188,51.76571428571428,52.88360000000001
2018-11-06,2018,11,6,Tuesday,44,2018-44,50.48,51.18,50.42,50.94,127531600,48.79,0.010814032778303062,51.46785714285715,52.815799999999996
2018-11-07,2018,11,7,Wednesday,44,2018-44,51.49,52.51,51.03,52.49,133697600,50.27,0.030328462433523384,51.364285714285714,52.7692
2018-11-08,2018,11,8,Thursday,44,2018-44,52.49,52.53,51.69,52.12,101450400,50.09,-0.0034892959561320103,51.191428571428574,52.70320000000001
2018-11-09,2018,11,9,Friday,44,2018-44,51.39,51.5,50.56,51.12,137463200,49.13,-0.01928136153074511,50.92714285714286,52.6082
2018-11-12,2018,11,12,Monday,45,2018-45,49.75,49.96,48.45,48.54,204542000,46.65,-0.05037422300070871,50.45,52.4512
2018-11-13,2018,11,13,Tuesday,45,2018-45,47.91,49.29,47.86,48.06,187531600,46.19,-0.009991165843704408,50.07071428571429,52.281400000000005
2018-11-14,2018,11,14,Wednesday,45,2018-45,48.47,48.62,46.48,46.7,243204000,44.88,-0.02824743174006039,49.51714285714286,52.092600000000004
2018-11-15,2018,11,15,Thursday,45,2018-45,47.1,47.99,46.72,47.85,185915200,45.99,0.0246788839162968,49.10285714285714,51.943999999999996
2018-11-16,2018,11,16,Friday,45,2018-45,47.62,48.74,47.37,48.38,147713200,46.5,0.011075594350913542,48.794285714285714,51.8142
2018-11-19,2018,11,19,Monday,46,2018-46,47.5,47.67,46.25,46.47,167701200,44.66,-0.03963207988781159,48.33642857142858,51.6618
2018-11-20,2018,11,20,Tuesday,46,2018-46,44.59,45.37,43.88,44.24,271300800,42.52,-0.04777780084208649,47.63071428571429,51.440200000000004
2018-11-21,2018,11,21,Wednesday,46,2018-46,44.93,45.07,44.14,44.19,124496800,42.47,-0.0011301601233613123,46.86357142857143,51.230999999999995
2018-11-23,2018,11,23,Friday,46,2018-46,43.74,44.15,43.03,43.07,94496000,41.4,-0.025398816919851352,46.27214285714286,50.9748
2018-11-26,2018,11,26,Monday,47,2018-47,43.56,43.74,42.56,43.65,179994000,41.96,0.013523697502656695,45.82142857142857,50.742200000000004
2018-11-27,2018,11,27,Tuesday,47,2018-47,42.88,43.69,42.72,43.56,165549600,41.86,-0.002176307255015164,45.326428571428565,50.536
2018-11-28,2018,11,28,Wednesday,47,2018-47,44.18,45.32,43.73,45.24,184250000,43.47,0.03845292059026595,44.840714285714284,50.3604
2018-11-29,2018,11,29,Thursday,47,2018-47,45.67,45.7,44.42,44.89,167080000,43.14,-0.007681998871058138,44.34428571428571,50.1774
2018-11-30,2018,11,30,Friday,47,2018-47,45.07,45.08,44.26,44.65,158126000,42.91,-0.00540243956896147,43.89999999999999,49.982000000000006
2018-12-03,2018,12,3,Monday,48,2018-48,46.12,46.24,45.3,46.21,163210000,44.41,0.03494235219133501,43.74,49.827799999999996
2018-12-04,2018,12,4,Tuesday,48,2018-48,45.24,45.6,44.07,44.17,165377200,42.45,-0.04398879605143802,43.472857142857144,49.6196
2018-12-06,2018,12,6,Thursday,48,2018-48,42.94,43.69,42.6,43.68,172393600,41.98,-0.011149423025445526,43.26571428571429,49.395199999999996
2018-12-07,2018,12,7,Friday,48,2018-48,43.37,43.62,42.08,42.12,169126400,40.48,-0.035657339509940544,42.87214285714286,49.1492
2018-12-10,2018,12,10,Monday,49,2018-49,41.25,42.52,40.83,42.4,248104000,40.75,0.006588175075692426,42.46142857142858,48.887
2018-12-11,2018,12,11,Tuesday,49,2018-49,42.92,42.95,41.75,42.16,189126800,40.52,-0.0057192001357764255,42.16571428571428,48.61639999999999
2018-12-12,2018,12,12,Wednesday,49,2018-49,42.6,42.98,42.26,42.28,142510800,40.63,0.0027869813577017233,42.03071428571428,48.3408
2018-12-13,2018,12,13,Thursday,49,2018-49,42.62,43.14,42.39,42.74,127594400,41.07,0.01094005409937493,41.93071428571428,48.0642
2018-12-14,2018,12,14,Friday,49,2018-49,42.25,42.27,41.32,41.37,162814800,39.76,-0.03199765214831218,41.81357142857143,47.748000000000005
2018-12-17,2018,12,17,Monday,50,2018-50,41.36,42.09,40.68,40.99,177151600,39.39,-0.009306074531875486,41.63,47.443999999999996
2018-12-18,2018,12,18,Tuesday,50,2018-50,41.35,41.88,41.1,41.52,135366000,39.9,0.012992739425555566,41.49,47.168
2018-12-19,2018,12,19,Wednesday,50,2018-50,41.5,41.86,39.77,40.22,196189200,38.66,-0.03119170908171731,41.146428571428565,46.8696
2018-12-20,2018,12,20,Thursday,50,2018-50,40.1,40.53,38.83,39.21,259092000,37.68,-0.025234801548581043,40.75642857142857,46.5368
2018-12-21,2018,12,21,Friday,50,2018-50,39.22,39.54,37.41,37.68,382978400,36.22,-0.03889564861834083,40.27857142857143,46.225199999999994
2018-12-24,2018,12,24,Monday,51,2018-51,37.04,37.89,36.65,36.71,148676800,35.28,-0.02587390799025968,39.62642857142857,45.903800000000004
2018-12-26,2018,12,26,Wednesday,51,2018-51,37.08,39.31,36.68,39.29,234330000,37.76,0.07042142953996788,39.291428571428575,45.5954
2018-12-27,2018,12,27,Thursday,51,2018-51,38.96,39.19,37.52,39.04,212468400,37.52,-0.006489814794050308,38.972857142857144,45.305
2018-12-28,2018,12,28,Friday,51,2018-51,39.38,39.63,38.64,39.06,169165600,37.54,0.0005123479516706553,38.762857142857136,44.992000000000004
2018-12-31,2018,12,31,Monday,52,2018-52,39.63,39.84,39.12,39.44,140014000,37.9,0.009665399477569059,38.559285714285714,44.690799999999996
2019-01-02,2019,1,2,Wednesday,00,2019-00,38.72,39.71,38.56,39.48,148158800,37.94,0.001141087284974196,38.375,44.4152
2019-01-03,2019,1,3,Thursday,00,2019-00,35.99,36.43,35.5,35.55,365248800,34.16,-0.09960742356331276,37.91285714285714,44.04820000000001
2019-01-04,2019,1,4,Friday,00,2019-00,36.13,37.14,35.95,37.06,234428400,35.62,0.042689002029178136,37.52357142857142,43.70400000000001
2019-01-07,2019,1,7,Monday,01,2019-01,37.17,37.21,36.47,36.98,219111200,35.54,-0.002225385110705469,37.222142857142856,43.3482
2019-01-08,2019,1,8,Tuesday,01,2019-01,37.39,37.96,37.13,37.69,164101200,36.22,0.01906287369687054,36.99571428571428,43.04259999999999
2019-01-09,2019,1,9,Wednesday,01,2019-01,37.82,38.63,37.41,38.33,180396400,36.84,0.016981790615138825,36.777142857142856,42.726800000000004
2019-01-10,2019,1,10,Thursday,01,2019-01,38.12,38.49,37.72,38.45,143122800,36.95,0.0031961729187230947,36.654999999999994,42.43
2019-01-11,2019,1,11,Friday,01,2019-01,38.22,38.42,37.88,38.07,108092800,36.59,-0.009818212862282127,36.57714285714285,42.1454
2019-01-14,2019,1,14,Monday,02,2019-02,37.71,37.82,37.31,37.5,129756800,36.04,-0.015037027252637558,36.56428571428571,41.84479999999999
2019-01-15,2019,1,15,Tuesday,02,2019-02,37.57,38.35,37.51,38.27,114843600,36.78,0.020466769138993257,36.67142857142857,41.532399999999996
2019-01-16,2019,1,16,Wednesday,02,2019-02,38.27,38.97,38.25,38.74,122278800,37.23,0.012216527977717107,36.63357142857143,41.212799999999994
2019-01-17,2019,1,17,Thursday,02,2019-02,38.55,39.42,38.31,38.97,119284800,37.45,0.005938066790314389,36.628571428571426,40.968199999999996
2019-01-18,2019,1,18,Friday,02,2019-02,39.38,39.47,38.99,39.21,135004000,37.68,0.00615900275129011,36.638571428571424,40.7564
2019-01-22,2019,1,22,Tuesday,03,2019-03,39.1,39.18,38.15,38.33,121576000,36.83,-0.022445683850594533,36.56214285714286,40.517199999999995
2019-01-23,2019,1,23,Wednesday,03,2019-03,38.54,38.78,37.92,38.48,92522400,36.98,0.004044074697315825,36.49357142857143,40.2514
2019-01-24,2019,1,24,Thursday,03,2019-03,38.53,38.62,37.94,38.17,101766000,36.69,-0.007926222446675735,36.67428571428571,39.9834
2019-01-25,2019,1,25,Friday,03,2019-03,38.87,39.53,38.58,39.44,134142000,37.9,0.03313705172505932,36.83714285714286,39.7588
2019-01-28,2019,1,28,Monday,04,2019-04,38.95,39.08,38.42,39.08,104768400,37.55,-0.009254749147588948,36.980714285714285,39.576800000000006
2019-01-29,2019,1,29,Tuesday,04,2019-04,39.06,39.53,38.53,38.67,166348800,37.16,-0.010364607458332342,37.04785714285714,39.3962
2019-01-30,2019,1,30,Wednesday,04,2019-04,40.81,41.54,40.06,41.31,244439200,39.7,0.06833474894855285,37.25214285714286,39.2926
2019-01-31,2019,1,31,Thursday,04,2019-04,41.53,42.25,41.14,41.61,162958400,39.99,0.007201287283064461,37.46928571428572,39.172599999999996
2019-02-01,2019,2,1,Friday,04,2019-04,41.74,42.24,41.48,41.63,130672400,40.01,0.00048048163776992503,37.71357142857143,39.0428
2019-02-04,2019,2,4,Monday,05,2019-05,41.85,42.92,41.82,42.81,125982000,41.15,0.02840507126629488,38.07857142857143,38.9726
2019-02-05,2019,2,5,Tuesday,05,2019-05,43.22,43.77,43.09,43.54,144406400,41.85,0.01710938099725312,38.440714285714286,38.9592
2019-02-06,2019,2,6,Wednesday,05,2019-05,43.66,43.89,43.21,43.56,112958400,41.86,0.0003443707909034366,38.771428571428565,38.947
2019-02-07,2019,2,7,Thursday,05,2019-05,43.1,43.49,42.58,42.74,126966800,41.07,-0.018939249320539253,39.029999999999994,38.9404
2019-02-08,2019,2,8,Friday,05,2019-05,42.25,42.67,42.1,42.6,95280000,41.12,0.001174830230576518,39.27571428571429,38.92359999999999
2019-02-11,2019,2,11,Monday,06,2019-06,42.76,42.8,42.31,42.36,83973600,40.88,-0.005750831384306432,39.565,38.904
2019-02-12,2019,2,12,Tuesday,06,2019-06,42.53,42.75,42.42,42.72,89134000,41.24,0.008617078839012082,39.869285714285716,38.8594
2019-02-13,2019,2,13,Wednesday,06,2019-06,42.85,43.12,42.48,42.54,89960800,41.06,-0.004154519752817665,40.18142857142857,38.8178
2019-02-14,2019,2,14,Thursday,06,2019-06,42.43,42.81,42.35,42.7,87342800,41.21,0.0036431825165883502,40.417857142857144,38.7838
2019-02-15,2019,2,15,Friday,06,2019-06,42.81,42.92,42.44,42.6,98507200,41.12,-0.0022251055212790805,40.67285714285715,38.717999999999996
2019-02-19,2019,2,19,Tuesday,07,2019-07,42.43,42.86,42.37,42.73,75891200,41.25,0.002992780480637114,40.964999999999996,38.693999999999996
2019-02-20,2019,2,20,Wednesday,07,2019-07,42.8,43.33,42.75,43.01,104457600,41.51,0.006435228192142928,41.09428571428572,38.684599999999996
2019-02-21,2019,2,21,Thursday,07,2019-07,42.95,43.09,42.58,42.76,68998800,41.28,-0.005638230426024848,41.18642857142857,38.7006
2019-02-22,2019,2,22,Friday,07,2019-07,42.9,43.25,42.85,43.24,75652800,41.74,0.01116545379115741,41.31,38.7204
2019-02-25,2019,2,25,Monday,08,2019-08,43.54,43.97,43.49,43.56,87493600,42.04,0.007284637834600982,41.37357142857143,38.7508
2019-02-26,2019,2,26,Tuesday,08,2019-08,43.43,43.83,43.29,43.58,68280800,42.07,0.0005741793332278977,41.38928571428572,38.7796
2019-02-27,2019,2,27,Wednesday,08,2019-08,43.3,43.75,43.18,43.72,111341600,42.2,0.0030973200541384305,41.41357142857142,38.8022
2019-02-28,2019,2,28,Thursday,08,2019-08,43.58,43.73,43.23,43.29,112861600,41.78,-0.009835979615655521,41.464285714285715,38.842600000000004
2019-03-01,2019,3,1,Friday,08,2019-08,43.57,43.79,43.22,43.74,103544800,42.22,0.010511265330792607,41.54285714285714,38.8992
2019-03-04,2019,3,4,Monday,09,2019-09,43.92,44.44,43.49,43.96,109744800,42.43,0.005029474809527867,41.653571428571425,38.949799999999996
2019-03-05,2019,3,5,Tuesday,09,2019-09,43.99,44.0,43.63,43.88,78949600,42.36,-0.0018197639017708545,41.73357142857143,39.0238
2019-03-06,2019,3,6,Wednesday,09,2019-09,43.67,43.87,43.49,43.63,83241600,42.11,-0.005753757549977312,41.80857142857143,39.1124
2019-03-07,2019,3,7,Thursday,09,2019-09,43.47,43.61,43.01,43.12,99185600,41.62,-0.011574924990674251,41.837857142857146,39.2204
2019-03-08,2019,3,8,Friday,09,2019-09,42.58,43.27,42.38,43.23,95997600,41.72,0.0023768468448239766,41.880714285714284,39.3492
2019-03-11,2019,3,11,Monday,10,2019-10,43.87,44.78,43.84,44.72,128044000,43.17,0.03464226122176561,42.017857142857146,39.4574
2019-03-12,2019,3,12,Tuesday,10,2019-10,45.0,45.67,44.84,45.23,129870400,43.65,0.011235338467852074,42.17071428571428,39.58
2019-03-13,2019,3,13,Wednesday,10,2019-10,45.56,45.83,45.23,45.43,124130000,43.85,0.004422077144116354,42.354285714285716,39.706199999999995
2019-03-14,2019,3,14,Thursday,10,2019-10,45.97,46.03,45.64,45.93,94318000,44.33,0.011116490684999647,42.53928571428571,39.8348
2019-03-15,2019,3,15,Friday,10,2019-10,46.21,46.83,45.94,46.53,156171600,44.91,0.013008492868057608,42.744285714285716,39.974199999999996
2019-03-18,2019,3,18,Monday,11,2019-11,46.45,47.1,46.45,47.01,104879200,45.37,0.010208313018578385,42.980000000000004,40.1984
2019-03-19,2019,3,19,Tuesday,11,2019-11,47.09,47.25,46.48,46.63,126585600,45.01,-0.007924589062605736,43.18071428571428,40.3862
2019-03-20,2019,3,20,Wednesday,11,2019-11,46.56,47.37,46.18,47.04,124140800,45.4,0.008738632285859138,43.43928571428571,40.5834
2019-03-21,2019,3,21,Thursday,11,2019-11,47.51,49.08,47.45,48.77,204136800,47.08,0.036830328917779376,43.78642857142857,40.8006
2019-03-22,2019,3,22,Friday,11,2019-11,48.83,49.42,47.69,47.76,169630800,46.1,-0.020708319331278924,44.04857142857143,40.9858
2019-03-25,2019,3,25,Monday,12,2019-12,47.88,47.99,46.65,47.19,175381200,45.54,-0.012091203726038002,44.27571428571429,41.1576
2019-03-26,2019,3,26,Tuesday,12,2019-12,47.92,48.22,46.15,46.7,199202000,45.07,-0.010331708935083839,44.48714285714285,41.327200000000005
2019-03-27,2019,3,27,Wednesday,12,2019-12,47.19,47.44,46.64,47.12,119393600,45.48,0.008994169658798734,44.762857142857136,41.516000000000005
2019-03-28,2019,3,28,Thursday,12,2019-12,47.24,47.39,46.88,47.18,83121600,45.54,0.0013262368074624664,45.035714285714285,41.6912
2019-03-29,2019,3,29,Friday,12,2019-12,47.46,47.52,47.13,47.49,94256000,45.83,0.006517773006823102,45.22571428571428,41.8632
2019-04-01,2019,4,1,Monday,13,2019-13,47.91,47.92,47.1,47.81,111448000,46.15,0.006791247073839601,45.40428571428571,42.03719999999999
2019-04-02,2019,4,2,Tuesday,13,2019-13,47.77,48.62,47.76,48.51,91062800,46.82,0.014536760520324377,45.61642857142857,42.22
2019-04-03,2019,4,3,Wednesday,13,2019-13,48.31,49.12,48.29,48.84,93087200,47.14,0.00685493280733418,45.81714285714286,42.4262
2019-04-04,2019,4,4,Thursday,13,2019-13,48.7,49.09,48.28,48.92,76457200,47.22,0.001740323642739794,45.982142857142854,42.631
2019-04-05,2019,4,5,Friday,13,2019-13,49.11,49.28,48.98,49.25,74106400,47.54,0.006694240500510595,46.137142857142855,42.848
2019-04-08,2019,4,8,Monday,14,2019-14,49.1,50.06,49.08,50.03,103526800,48.28,0.01573612183545392,46.37071428571428,43.0556
2019-04-09,2019,4,9,Tuesday,14,2019-14,50.08,50.71,49.81,49.88,143072800,48.14,-0.0029984930504454166,46.56642857142857,43.26740000000001
2019-04-10,2019,4,10,Wednesday,14,2019-14,49.67,50.19,49.54,50.15,86781200,48.41,0.005614052326555763,46.66142857142857,43.492399999999996
2019-04-11,2019,4,11,Thursday,14,2019-14,50.21,50.25,49.61,49.74,83603200,48.01,-0.00832410643414383,46.79785714285715,43.6586
2019-04-12,2019,4,12,Friday,14,2019-14,49.8,50.03,49.05,49.72,111042800,47.99,-0.00040215768204610036,46.97285714285714,43.818599999999996
2019-04-15,2019,4,15,Monday,15,2019-15,49.65,49.96,49.5,49.81,70146400,48.07,0.001810238915446627,47.18714285714286,43.9798
2019-04-16,2019,4,16,Tuesday,15,2019-15,49.87,50.34,49.64,49.81,102785600,48.08,0.0001003782872797121,47.37285714285714,44.1184
2019-04-17,2019,4,17,Wednesday,15,2019-15,49.88,50.85,49.65,50.78,115627200,49.02,0.01947309941483355,47.621428571428574,44.2618
2019-04-18,2019,4,18,Thursday,15,2019-15,50.78,51.04,50.63,50.97,96783200,49.19,0.0035936584439144603,47.86142857142857,44.4084
2019-04-22,2019,4,22,Monday,16,2019-16,50.71,51.24,50.58,51.13,77758000,49.35,0.00328657225736273,48.089999999999996,44.574000000000005
2019-04-23,2019,4,23,Tuesday,16,2019-16,51.11,51.94,50.97,51.87,93292000,50.06,0.01442325492273322,48.32142857142857,44.7528
2019-04-24,2019,4,24,Wednesday,16,2019-16,51.84,52.12,51.76,51.79,70162400,49.99,-0.0015422676660737933,48.525,44.935
2019-04-25,2019,4,25,Thursday,16,2019-16,51.71,51.94,51.28,51.32,74172800,49.53,-0.00907498050204747,48.690000000000005,45.1008
2019-04-26,2019,4,26,Friday,16,2019-16,51.22,51.25,50.53,51.08,74596400,49.3,-0.004773961876999522,48.815714285714286,45.265600000000006
2019-04-29,2019,4,29,Monday,17,2019-17,51.1,51.49,50.97,51.15,88818800,49.37,0.0015172909886782548,48.89357142857143,45.4288
2019-04-30,2019,4,30,Tuesday,17,2019-17,50.76,50.85,49.78,50.17,186139600,48.42,-0.019256426818639816,48.91357142857142,45.5748
2019-05-01,2019,5,1,Wednesday,17,2019-17,52.47,53.83,52.31,52.63,259309200,50.8,0.04908586037275553,49.08428571428572,45.7658
2019-05-02,2019,5,2,Thursday,17,2019-17,52.46,53.16,52.03,52.29,127985200,50.47,-0.006507501457968079,49.260000000000005,45.945
2019-05-03,2019,5,3,Friday,17,2019-17,52.72,52.96,52.56,52.94,83569600,51.1,0.012431233952447274,49.482142857142854,46.141400000000004
2019-05-06,2019,5,6,Monday,18,2019-18,51.07,52.21,50.88,52.12,129772400,50.31,-0.015442930730750537,49.64214285714286,46.312799999999996
2019-05-07,2019,5,7,Tuesday,18,2019-18,51.47,51.85,50.21,50.72,155054800,48.95,-0.026956943945969147,49.70428571428572,46.45099999999999
2019-05-08,2019,5,8,Wednesday,18,2019-18,50.47,51.33,50.44,50.72,105358000,48.96,0.00019708627157344338,49.699999999999996,46.5888
2019-05-09,2019,5,9,Thursday,18,2019-18,50.1,50.42,49.17,50.18,139634400,48.43,-0.010744110802212159,49.64571428571429,46.7134
2019-05-10,2019,5,10,Friday,18,2019-18,49.35,49.71,48.19,49.29,164834800,47.76,-0.013853496587820757,49.53214285714286,46.833
2019-05-13,2019,5,13,Monday,19,2019-19,46.93,47.37,45.71,46.43,229722400,44.99,-0.05811925959967368,49.17,46.888400000000004
2019-05-14,2019,5,14,Tuesday,19,2019-19,46.6,47.42,46.35,47.17,146118800,45.7,0.015829908488879774,48.863571428571426,46.9538
2019-05-15,2019,5,15,Wednesday,19,2019-19,46.57,47.94,46.51,47.73,106178800,46.25,0.011979289922305902,48.62928571428571,47.0316
2019-05-16,2019,5,16,Thursday,19,2019-19,47.48,48.12,47.21,47.52,132125600,46.04,-0.0043997521113060545,48.39642857142858,47.11019999999999
2019-05-17,2019,5,17,Friday,19,2019-19,46.73,47.72,46.69,47.25,131516400,45.78,-0.005681763575403287,48.14,47.193400000000004
2019-05-20,2019,5,20,Monday,20,2019-20,45.88,46.09,45.07,45.77,154449200,44.35,-0.031269951020167386,47.84928571428571,47.246
2019-05-21,2019,5,21,Tuesday,20,2019-20,46.31,47.0,46.17,46.65,113459200,45.2,0.019170931465861685,47.449285714285715,47.2866
2019-05-22,2019,5,22,Wednesday,20,2019-20,46.17,46.43,45.64,45.69,118994400,44.27,-0.02047166024636282,47.006428571428565,47.299
2019-05-23,2019,5,23,Thursday,20,2019-20,44.95,45.13,44.45,44.92,146118800,43.52,-0.017069605805535626,46.46500000000001,47.2924
2019-05-24,2019,5,24,Friday,20,2019-20,45.05,45.53,44.65,44.74,94858800,43.35,-0.003840662850284615,45.96785714285714,47.272800000000004
2019-05-28,2019,5,28,Tuesday,21,2019-21,44.73,45.15,44.48,44.56,111792800,43.17,-0.0041345883432890584,45.555,47.23799999999999
2019-05-29,2019,5,29,Wednesday,21,2019-21,44.1,44.84,44.0,44.35,113924800,42.97,-0.004769211262142248,45.127142857142864,47.19
2019-05-30,2019,5,30,Thursday,21,2019-21,44.49,44.81,44.17,44.58,84873600,43.19,0.005186795117997134,44.75285714285714,47.153600000000004
2019-05-31,2019,5,31,Friday,21,2019-21,44.06,44.5,43.75,43.77,108174400,42.41,-0.01811570937598339,44.37071428571428,47.0938
2019-06-03,2019,6,3,Monday,22,2019-22,43.9,44.48,42.57,43.33,161584400,41.98,-0.010110259061839044,44.15571428571428,46.991800000000005
2019-06-04,2019,6,4,Tuesday,22,2019-22,43.86,44.96,43.63,44.91,123872000,43.51,0.036583946235733356,43.99928571428571,46.94
2019-06-05,2019,6,5,Wednesday,22,2019-22,46.07,46.25,45.28,45.63,119093600,44.22,0.016143450504636725,43.854285714285716,46.913599999999995
2019-06-06,2019,6,6,Thursday,22,2019-22,45.77,46.37,45.54,46.31,90105200,44.87,0.014681827311108009,43.770714285714284,46.9096
2019-06-07,2019,6,7,Friday,22,2019-22,46.63,47.98,46.44,47.54,122737600,46.06,0.026616831793784934,43.79071428571428,46.9212
2019-06-10,2019,6,10,Monday,23,2019-23,47.95,48.84,47.9,48.15,104883600,46.65,0.012779551657244648,43.955,46.943400000000004
2019-06-11,2019,6,11,Tuesday,23,2019-23,48.72,49.0,48.4,48.7,107731600,47.19,0.01157933705046843,44.097142857142856,46.970600000000005
2019-06-12,2019,6,12,Wednesday,23,2019-23,48.49,48.99,48.35,48.55,73012800,47.04,-0.003182408163106887,44.294999999999995,46.9884
2019-06-13,2019,6,13,Thursday,23,2019-23,48.67,49.2,48.4,48.54,86698400,47.03,-0.0002062311321424648,44.54571428571428,46.9926
2019-06-14,2019,6,14,Friday,23,2019-23,47.89,48.4,47.58,48.19,75046000,46.69,-0.007262163535843857,44.78428571428571,46.9836
2019-06-17,2019,6,17,Monday,24,2019-24,48.22,48.74,48.04,48.47,58676400,46.97,0.005966376310264421,45.05571428571428,46.9786
2019-06-18,2019,6,18,Tuesday,24,2019-24,49.01,50.07,48.8,49.61,106204000,48.07,0.023518627252143043,45.419999999999995,46.989200000000004
2019-06-19,2019,6,19,Wednesday,24,2019-24,49.92,49.97,49.33,49.47,84496800,47.93,-0.0029227075969526783,45.75857142857143,46.982200000000006
2019-06-20,2019,6,20,Thursday,24,2019-24,50.09,50.15,49.51,49.87,86056000,48.31,0.008035656654515222,46.18,46.9856
2019-06-21,2019,6,21,Friday,24,2019-24,49.7,50.21,49.54,49.69,191202400,48.15,-0.003409271338915887,46.62071428571429,46.9804
2019-06-24,2019,6,24,Monday,25,2019-25,49.63,50.04,49.54,49.65,72881600,48.1,-0.001005998677101494,46.94857142857143,46.982200000000006
2019-06-25,2019,6,25,Tuesday,25,2019-25,49.61,49.81,48.82,48.89,84281200,47.37,-0.015157517079269489,47.17357142857143,46.96979999999999
2019-06-26,2019,6,26,Wednesday,25,2019-25,49.44,50.25,49.34,49.95,104270000,48.4,0.021628938543482246,47.425714285714285,46.976400000000005
2019-06-27,2019,6,27,Thursday,25,2019-25,50.07,50.39,49.89,49.94,83598800,48.38,-0.00030022732623569137,47.59142857142858,46.9824
2019-06-28,2019,6,28,Friday,25,2019-25,49.67,49.88,49.26,49.48,124442400,47.94,-0.009112022129354247,47.683571428571426,46.9608
2019-07-01,2019,7,1,Monday,26,2019-26,50.79,51.12,50.16,50.39,109012000,48.82,0.018340864029413817,47.800000000000004,46.953399999999995
2019-07-02,2019,7,2,Tuesday,26,2019-26,50.35,50.78,50.34,50.68,67740800,49.11,0.005854506142125349,47.94785714285715,46.9486
2019-07-03,2019,7,3,Wednesday,26,2019-26,50.82,51.11,50.67,51.1,45448000,49.51,0.008286890891807452,48.125,46.9376
